rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
SNRNA PROCESSING%GOBP%GO:0016180	SNRNA PROCESSING	0.0163279793611445	0.0722640010048978	-1	CPSF3L,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC6,EXOSC7,EXOSC8,EXOSC9,INTS10,INTS12,INTS1,INTS2,INTS3,INTS4,INTS5,INTS6,INTS7,INTS8,INTS9,TUT1
POSITIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045834	POSITIVE REGULATION OF LIPID METABOLIC PROCESS	0.0163321574060376	0.0722640010048978	1	AADAC,ABCG1,ABHD5,ACSL3,ADRB2,AGT,AKT1,AKT2,AMBRA1,APOA1,APOC1,APOC2,APOE,BMP6,CCL19,CCL21,CCR7,CD81,CREB1,CREBL2,EEF1A2,ERBB4,FABP3,FGF1,FGF2,FGFR3,FGR,FLT1,GNB2L1,GPLD1,HTR2B,IL1B,IRS1,IRS2,KIT,LDLRAP1,LDLR,MID1IP1,MLXIPL,MLYCD,MTOR,NOD2,NR1D1,NR1H2,NR1H3,NR4A3,NSMAF,PDGFB,PDGFRA,PDGFRB,PIK3R4,PLIN5,PNPLA2,PPARA,PRKAA1,PRKCD,PTGS2,PTK2B,PTK2,SCARB1,SCP2,SIRT4,SMPD2,SMPD3,SORBS1,SPTLC1,SREBF1,STOML2,TEK,TGFB1,TNFAIP8L3,TNFRSF1A,TNF,TWIST1,WNT4,XBP1,ZP3
TOLL LIKE RECEPTOR TLR6:TLR2 CASCADE%REACTOME%R-HSA-168188.1	TOLL LIKE RECEPTOR TLR6:TLR2 CASCADE	0.0163426626066811	0.0722640010048978	-1	AGER,APP,ATF1,ATF2,BTK,BTRC,CD14,CD36,CHUK,CREB1,CUL1,DHX9,DUSP3,DUSP4,DUSP6,DUSP7,ECSIT,ELK1,FBXW11,FOS,HMGB1,IKBKB,IKBKG,IRAK1,IRAK2,IRAK3,IRAK4,JUN,LY96,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K1,MAP3K7,MAP3K8,MAPK10,MAPK11,MAPK14,MAPK1,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MEF2A,MEF2C,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,NOD1,NOD2,PELI1,PELI2,PELI3,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,RELA,RIPK2,RPS27A,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,S100B,SAA1,SIGIRR,SKP1,SOCS1,TAB1,TAB2,TAB3,TIRAP,TLR1,TLR2,TLR4,TLR6,TNIP2,TRAF6,UBA52,UBB,UBC,UBE2N,UBE2V1
TOLL LIKE RECEPTOR 2 (TLR2) CASCADE%REACTOME DATABASE ID RELEASE 55%181438	TOLL LIKE RECEPTOR 2 (TLR2) CASCADE	0.0163426626066811	0.0722640010048978	-1	AGER,APP,ATF1,ATF2,BTK,BTRC,CD14,CD36,CHUK,CREB1,CUL1,DHX9,DUSP3,DUSP4,DUSP6,DUSP7,ECSIT,ELK1,FBXW11,FOS,HMGB1,IKBKB,IKBKG,IRAK1,IRAK2,IRAK3,IRAK4,JUN,LY96,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K1,MAP3K7,MAP3K8,MAPK10,MAPK11,MAPK14,MAPK1,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MEF2A,MEF2C,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,NOD1,NOD2,PELI1,PELI2,PELI3,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,RELA,RIPK2,RPS27A,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,S100B,SAA1,SIGIRR,SKP1,SOCS1,TAB1,TAB2,TAB3,TIRAP,TLR1,TLR2,TLR4,TLR6,TNIP2,TRAF6,UBA52,UBB,UBC,UBE2N,UBE2V1
MYD88:MAL CASCADE INITIATED ON PLASMA MEMBRANE%REACTOME%R-HSA-166058.1	MYD88:MAL CASCADE INITIATED ON PLASMA MEMBRANE	0.0163426626066811	0.0722640010048978	-1	AGER,APP,ATF1,ATF2,BTK,BTRC,CD14,CD36,CHUK,CREB1,CUL1,DHX9,DUSP3,DUSP4,DUSP6,DUSP7,ECSIT,ELK1,FBXW11,FOS,HMGB1,IKBKB,IKBKG,IRAK1,IRAK2,IRAK3,IRAK4,JUN,LY96,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K1,MAP3K7,MAP3K8,MAPK10,MAPK11,MAPK14,MAPK1,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MEF2A,MEF2C,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,NOD1,NOD2,PELI1,PELI2,PELI3,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,RELA,RIPK2,RPS27A,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,S100B,SAA1,SIGIRR,SKP1,SOCS1,TAB1,TAB2,TAB3,TIRAP,TLR1,TLR2,TLR4,TLR6,TNIP2,TRAF6,UBA52,UBB,UBC,UBE2N,UBE2V1
TOLL LIKE RECEPTOR TLR1:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 55%168179	TOLL LIKE RECEPTOR TLR1:TLR2 CASCADE	0.0163426626066811	0.0722640010048978	-1	AGER,APP,ATF1,ATF2,BTK,BTRC,CD14,CD36,CHUK,CREB1,CUL1,DHX9,DUSP3,DUSP4,DUSP6,DUSP7,ECSIT,ELK1,FBXW11,FOS,HMGB1,IKBKB,IKBKG,IRAK1,IRAK2,IRAK3,IRAK4,JUN,LY96,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K1,MAP3K7,MAP3K8,MAPK10,MAPK11,MAPK14,MAPK1,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MEF2A,MEF2C,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,NOD1,NOD2,PELI1,PELI2,PELI3,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,RELA,RIPK2,RPS27A,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,S100B,SAA1,SIGIRR,SKP1,SOCS1,TAB1,TAB2,TAB3,TIRAP,TLR1,TLR2,TLR4,TLR6,TNIP2,TRAF6,UBA52,UBB,UBC,UBE2N,UBE2V1
NEGATIVE REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE%GOBP%GO:0048843	NEGATIVE REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE	0.0163983611035593	0.072391372920768	1	SEMA3A,SEMA3B,SEMA3C,SEMA3D,SEMA3E,SEMA3F,SEMA3G,SEMA4A,SEMA4C,SEMA4D,SEMA4F,SEMA4G,SEMA5A,SEMA5B,SEMA6A,SEMA6B,SEMA6C,SEMA6D,SEMA7A
UBIQUITIN PROTEASOME PATHWAY%PANTHER PATHWAY%P00060	UBIQUITIN PROTEASOME PATHWAY	0.0164025040036981	0.072391372920768	-1	ATG7,ITCH,MDM2,PSMC4,PSMD13,PSMD14,PSMD1,PSMD2,PSMD4,PSMD7,SAE1,SMURF1,SMURF2,UBA1,UBA2,UBA3,UBA6,UBA7,UBE2A,UBE2B,UBE2C,UBE2D1,UBE2D2,UBE2D3,UBE2D4,UBE2E1,UBE2E2,UBE2E3,UBE2G1,UBE2G2,UBE2K,UBE2L3,UBE2L6,UBE2N,UBE2S,UBE2T,UBE2V2,UBE3A,UBE3B,UBE3C,WWP1,WWP2
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	REGULATION OF TELOMERASE	0.0164212220856775	0.0724054830148255	-1	ABL1,ACD,AKT1,ATM,BLM,CCND1,CDKN1B,DKC1,E2F1,EGFR,ESR1,FOS,HDAC1,HDAC2,HNRNPC,HSP90AA1,HUS1,IFNAR2,IRF1,JUN,MAPK1,MAPK3,MAX,MRE11A,MTOR,MXD1,MYC,NBN,NCL,NFKB1,NR2F2,PARP2,PINX1,POT1,PTGES3,RAD1,RAD50,RAD9A,RBBP4,RBBP7,RPS6KB1,SAP18,SAP30,SIN3A,SIN3B,SMAD3,SMG5,SMG6,SP1,SP3,TERF1,TERF2IP,TERF2,TGFB1,TINF2,TNKS,UBE3A,WRN,WT1,XRCC5,XRCC6,YWHAE,ZNFX1
REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050730	REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION	0.0164763410025548	0.0724934901603916	1	ABL1,ACE,ADAM17,ADRA2A,ADRA2C,AFAP1L2,AGT,ANGPT1,APP,ARHGEF2,ARL2BP,CAV1,CBLC,CCL5,CD300A,CD40,CD44,CD74,CD80,CD81,CLCF1,CSF1R,CSPG4,CTF1,DOK7,EFNA1,EFNA5,EGFR,ENPP2,ERBB3,ERBB4,ERCC6,ERRFI1,FBXW7,FGF7,FGFR1OP,FGFR3,GAS6,GHR,GNB2L1,GPRC5A,GPRC5B,GREM1,HAX1,HCLS1,HES1,HGF,HYAL2,IBTK,IGF1,IGF2,IL11,IL12A,IL18,IL23A,IL6R,IL6ST,IL6,ITGA5,ITGB2,ITGB3,JAK2,KIT,LIF,LRP8,LYN,MIF,MVP,NCK2,NF2,NRP1,NTF3,OSM,PAK2,PDCL3,PDGFA,PDGFB,PIBF1,PPP2CA,PPP2R1A,PRKCD,PRKCZ,PTK2B,PTK6,PTPN1,PTPN2,PTPN6,RAP2B,RAP2C,RELN,RIPK2,SAMSN1,SEMA4D,SFRP1,SFRP2,SH3BP5L,SH3BP5,SHC1,SNX6,SOCS1,SOCS4,SOCS5,SRC,TEC,TGFA,TGFB1,THBS4,TNFRSF18,TNFRSF1A,TNK2,TP53,TREM2,UNC119,VEGFA,VEGFB,ZFYVE28,ZGPAT
TRNA PROCESSING%REACTOME%R-HSA-72306.3	TRNA PROCESSING	0.0164861772018663	0.0724934901603916	-1	AAAS,ADAT1,ADAT2,ALKBH8,C14orf166,C2orf49,CDKAL1,CLP1,CPSF1,CPSF4,CSTF2,CTU1,CTU2,DDX1,ELAC2,EPRS,FAM98B,GTPBP3,HSD17B10,KIAA0391,LAGE3,LCMT2,METTL1,MTO1,NSUN2,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP43,NUP50,NUP54,NUP62,NUP85,NUP88,NUP93,NUPL2,OSGEP,POM121,POP1,POP4,POP5,POP7,PUS7,QTRT1,QTRTD1,RAE1,RANBP2,RAN,RPP14,RPP21,RPP25,RPP30,RPP38,RPP40,THG1L,TP53RK,TPRKB,TPR,TRDMT1,TRIT1,TRMT112,TRMT11,TRMT12,TRMT1,TRMT5,TRMT61A,TRMT61B,TRMT6,TRMU,TRNT1,TSEN15,TSEN2,TSEN34,TSEN54,TYW1,TYW3,URM1,WDR4,XPOT,ZBTB8OS
REGULATION OF SYNAPSE STRUCTURE OR ACTIVITY%GOBP%GO:0050803	REGULATION OF SYNAPSE STRUCTURE OR ACTIVITY	0.016487801299073	0.0724934901603916	1	AGRN,ANAPC2,APOE,APP,ARF1,ARHGEF15,BDNF,BHLHB9,CAMK1,CAMK2B,CDC20,CDK5,CNTN4,CPEB3,CPLX2,CRIPT,CTNNA2,DAB2IP,DBN1,DLG4,DRD2,EIF4EBP2,EPHB1,EPHB2,EPHB3,GIPC1,KLK8,LRP4,LRRC4B,MEF2C,NLGN1,NLGN2,NLGN3,NPTN,PDLIM5,PICK1,PLK2,PPFIA3,PPP3CB,PPT1,PRKCZ,PTEN,PTK2B,RAB17,RAB3A,RAB3GAP1,RAPGEF2,RELN,RGS14,ROBO2,SHANK2,SHISA9,SIPA1L1,SRPX2,STX4,SYNGAP1,SYNGR1,SYP,VAMP2,WNT7A,YWHAG,YWHAH
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048662	NEGATIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION	0.0166419460322415	0.0730186661286233	1	AIF1,ANG,APOD,HMOX1,IGFBP3,IGFBP5,IL12A,MFN2,NDRG4,OGN,PPARG,PTGIR,TNFAIP3,TPM1,TRIB1
NCRNA PROCESSING%GOBP%GO:0034470	NCRNA PROCESSING	0.0166522313532454	0.0730186661286233	-1	AAAS,AARS2,AARS,ABT1,ADAR,ADAT1,ADAT2,ALKBH8,BOP1,C14orf166,C1D,C2orf49,CDK5RAP1,CDKAL1,CIRH1A,CLP1,CPSF1,CPSF3L,CPSF4,CSTF2,CTU1,CTU2,DCAF13,DDX1,DDX27,DDX47,DDX52,DDX56,DGCR8,DICER1,DIS3L2,DIS3L,DIS3,DKC1,DUS1L,DUS3L,DUS4L,ELAC1,ELAC2,ELP3,EMG1,EPRS,ERI1,EXOSC10,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC6,EXOSC7,EXOSC8,EXOSC9,FAM98B,FARS2,FBL,FCF1,FDXACB1,FTSJ1,FTSJ2,FTSJ3,GEMIN4,HEATR1,IMP3,IMP4,INTS10,INTS12,INTS1,INTS2,INTS3,INTS4,INTS5,INTS6,INTS7,INTS8,INTS9,KARS,LAGE3,LCMT2,LSM6,METTL1,METTL2A,METTL2B,METTL3,MOCS3,MPHOSPH6,MRM1,MRPL44,MRPS11,MRPS9,NGDN,NHP2,NOB1,NOC4L,NOL11,NOL6,NOL8,NOL9,NOLC1,NOP14,NOP56,NOP58,NSUN2,NSUN3,NSUN4,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP43,NUP50,NUP54,NUP62,NUP85,NUP88,NUP93,NUP98,NUPL1,NUPL2,OSGEPL1,OSGEP,PES1,PIN4,POM121,POP1,POP4,POP5,POP7,PRKRA,PTCD1,PUS1,PUS7,PWP2,QTRT1,QTRTD1,RAE1,RANBP2,RAN,RCL1,RPF1,RPF2,RPL11,RPL14,RPL26,RPL35A,RPL35,RPL5,RPL7L1,RPL7,RPP14,RPP21,RPP25,RPP30,RPP38,RPP40,RPS14,RPS15,RPS16,RPS17,RPS19,RPS21,RPS24,RPS28,RPS6,RPS7,RPS8,RPSA,RPUSD1,RPUSD2,RPUSD3,RPUSD4,RRP7A,RRP9,RRS1,SARS,SART1,SBDS,SEH1L,SKIV2L2,SMAD1,SMAD2,SMAD3,SRFBP1,SRRT,SSB,TARBP1,TARBP2,TBL3,THG1L,TP53RK,TPRKB,TPR,TRDMT1,TRIT1,TRMT112,TRMT11,TRMT12,TRMT1,TRMT5,TRMT61A,TRMT61B,TRMT6,TRMU,TRNT1,TRUB1,TSEN15,TSEN2,TSEN34,TSEN54,TSR2,TUT1,TYW1,TYW3,UBA5,URM1,UTP11L,UTP20,UTP23,UTP3,UTP6,WDR12,WDR3,WDR46,WDR4,WDR55,XPOT,YRDC,ZBTB8OS,ZCCHC11
NEGATIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010466	NEGATIVE REGULATION OF PEPTIDASE ACTIVITY	0.0166542038072573	0.0730186661286233	1	A2M,AGT,AKT1,ANXA8,APP,AQP1,BCL2L12,BIRC2,BIRC3,BIRC5,BIRC6,BST2,CASP8,CD27,CD44,CDKN2D,CFLAR,CR1,CRB2,CSNK2A1,CST1,CST3,CST6,CST7,CSTA,CSTB,DDX3X,DHCR24,DNAJA3,DNAJB6,DPEP1,ECM1,FADD,FASLG,FAS,FNIP1,FURIN,GAS6,GPX1,HGF,IFI16,IFI6,IGBP1,ITIH4,KLF4,LEF1,MAP2K5,MMP9,NAIP,NLRC4,NOL3,PAK2,PARK7,PAX2,PCID2,PI3,PICALM,PIH1D1,PLAUR,PRDX3,PRDX5,PROS1,PSMF1,PTTG1,RAF1,RECK,RFFL,RIPK1,RNF34,RPS6KA1,RPS6KA3,SERPINA1,SERPINA3,SERPINA5,SERPINB1,SERPINB2,SERPINB5,SERPINB6,SERPINB8,SERPINB9,SERPINE1,SERPINE2,SERPINF1,SERPINF2,SERPING1,SERPINH1,SERPINI1,SFN,SH3RF1,SIAH2,SNCA,SORL1,SPINK5,SPINT1,SPINT2,SPOCK1,SRC,TFPI,THBS1,TIMP1,TIMP3,TIMP4,TNFAIP8,TNFRSF10A,TNFRSF10B,TNFSF10,TRADD,TRAF2,TRIAP1,UBXN1,UCHL5,USP14,USP47,VEGFA,WFDC2,XIAP
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION	0.0167821688756178	0.0734600479982748	-1	CHUK,CRCP,CREBBP,CTNNB1,DDX3X,DDX41,DDX58,DHX36,DHX58,DHX9,DTX4,EP300,FLOT1,HSPD1,IFI16,IFIH1,IKBKB,IKBKG,IRAK1,IRF1,IRF3,IRF5,IRF7,LRRFIP1,MAVS,MRE11A,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3GL,POLR3G,POLR3H,POLR3K,PRKDC,PTPN22,RELA,RIPK1,RIPK2,RIPK3,RNF135,RPS27A,STAT6,TBK1,TLR2,TLR3,TLR4,TLR7,TLR8,TLR9,TMEM173,TREX1,TRIM21,TRIM32,TRIM56,UBA52,UBB,UBC,XRCC5,XRCC6,ZBP1,ZC3HAV1
PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0032527	PROTEIN EXIT FROM ENDOPLASMIC RETICULUM	0.0167895249801842	0.0734600479982748	-1	AUP1,DERL1,DERL2,ERLEC1,FAF2,HERPUD1,HM13,HSP90B1,LMAN1,NPLOC4,OS9,RANGRF,RHBDD1,SEC61B,SEL1L,SURF4,SYVN1,TMED9,TMEM129,UFD1L,VCP
CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA%REACTOME%R-HSA-1834949.1	CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA	0.0168021160158969	0.0734600479982748	-1	AGER,APP,CHUK,CRCP,CREBBP,CTNNB1,DDX41,DHX36,DHX9,DTX4,EP300,HMGB1,IFI16,IKBKB,IKBKG,IRF3,IRF7,LRRFIP1,MRE11A,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3GL,POLR3G,POLR3H,POLR3K,PRKDC,RELA,RIPK1,RIPK3,RPS27A,S100B,SAA1,STAT6,TBK1,TICAM1,TLR3,TMEM173,TREX1,TRIM21,TRIM32,TRIM56,UBA52,UBB,UBC,XRCC5,XRCC6,ZBP1
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT3 PROTEIN%GOBP%GO:0042517	POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT3 PROTEIN	0.0168565154834425	0.0735586501829232	1	ARL2BP,CLCF1,CSF1R,CTF1,FGFR3,GHR,HES1,IL18,IL23A,IL6R,IL6ST,IL6,JAK2,KIT,LIF,OSM
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	ANDROGENRECEPTOR	0.016881086061468	0.0735586501829232	-1	AES,AHR,AKT1,APPL1,ARNT,AR,BAG1,BRCA1,CALR,CASP1,CASP3,CASP7,CASP8,CAV1,CCND1,CCND3,CCNE1,CCNH,CDC25A,CDC25B,CDC37,CDK11B,CDK7,CDK9,CEBPA,COX5B,CTNNB1,DAPK3,DAXX,EFCAB6,EGFR,EP300,ESR1,ETV5,FHL2,FLNA,FOXA1,FOXO1,GAPDH,GNB2L1,GSK3B,GSN,GTF2F1,GTF2F2,GTF2H1,HDAC1,HIPK3,HSP90AA1,HSP90B1,HSPA5,HSPA8,HSPB1,IL6ST,JUN,KAT2B,KAT5,LPXN,MDM2,NCOA1,NCOA2,NCOA3,NCOA4,NCOA6,NCOR2,NONO,NR2C1,NR2C2,NR3C1,NRIP1,NSD1,PA2G4,PAK6,PARK7,PARP1,PATZ1,PELP1,PIAS1,PIAS2,PIAS3,PIAS4,PIK3R1,PLAGL1,PNRC1,POU2F1,PPP1CA,PRDX1,PRKD1,PRMT1,PSMC3IP,PTEN,PXN,RAC3,RAD54L2,RANBP9,RAN,RB1,RBAK,RCHY1,RELA,RNF14,RNF4,RUNX1,RUNX2,SENP1,SF1,SIN3A,SLC25A4,SMAD3,SMAD4,SP1,SPDEF,SRC,STAT3,STUB1,SVIL,TCF4,TGFB1I1,TGIF1,TMF1,TOP1,TRIM68,UBE2I,UXT,WHSC1,XRCC5,XRCC6,ZMIZ1,ZMIZ2
POSITIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903902	POSITIVE REGULATION OF VIRAL LIFE CYCLE	0.0168812140237972	0.0735586501829232	-1	ADARB1,ADAR,CAV2,CCL5,CCNH,CCNT1,CD28,CDK7,CDK9,CHD1,CHMP2A,CHMP2B,CHMP4B,CHMP4C,CTDP1,DDB1,DDX3X,ELL,EP300,ERCC2,ERCC3,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,HPN,IFIT1,JUN,LEF1,LGALS1,LGALS9,MDFIC,MNAT1,NCBP1,NCBP2,NR5A2,P4HB,PC,PKN2,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,PPIA,PPIB,PPID,PPIE,PPIH,RAD23A,RSF1,SMARCA4,SMARCB1,SNW1,SP1,SRPK1,SRPK2,SSRP1,STAU1,SUPT16H,SUPT4H1,SUPT5H,TAF11,TARBP2,TBC1D20,TCEA1,TCEB1,TCEB2,TCEB3,TFAP4,TMPRSS2,TOP2A,TRIM11,TRIM38,TSG101,VAPA,VAPB,VPS37B,VPS4A,VPS4B,YTHDC2,ZNF502,ZNF639
POSITIVE REGULATION OF CATABOLIC PROCESS%GOBP%GO:0009896	POSITIVE REGULATION OF CATABOLIC PROCESS	0.0168877415532499	0.0735586501829232	-1	AADAC,ABHD5,ADAM8,ADAM9,ADRA2A,ADRB2,AKT2,AMBRA1,ANAPC10,ANAPC11,ANAPC1,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ANKIB1,APC,APOA1,APOC2,APOE,ARIH1,ARIH2,ARNT,ASB9,ATG4B,ATG7,ATPIF1,ATXN3,AXIN1,BAD,BARD1,BAX,BBS7,BCAP31,BECN1,BNIP3L,BNIP3,BTG2,BTRC,CALCOCO2,CAV1,CBFA2T3,CCDC22,CCNB1,CD81,CDC16,CDC20,CDC23,CDC26,CDC27,CDK1,CDK5RAP3,CDKN1B,CEBPA,CLU,CNOT1,CNOT7,CNOT8,CPEB3,CSNK1D,CSNK1E,CSNK2A1,CTSC,CUL1,CUL3,DAB2IP,DAB2,DACT1,DCN,DDRGK1,DLGAP5,DNAJB2,DVL1,ECSCR,EDEM1,EDEM2,EGLN2,EIF2AK4,ENTPD5,ESPL1,EZR,FBXO5,FBXW7,FLCN,FOXO1,FURIN,FZR1,GBA,GNB2L1,GPLD1,GSK3A,GSK3B,GTPBP1,HAMP,HERPUD1,HIF1A,HSPBP1,IGF1,IL1B,INSR,IRS1,IRS2,KCNE2,KEAP1,KIAA1324,LARP1,LRRK2,LRSAM1,MDM2,MID2,MLXIPL,MSN,MTDH,NANOS1,NDUFA13,NEDD4,NFE2L2,NKD1,NKD2,NRD1,NSF,NSMCE2,OAZ1,OAZ2,OSBPL7,P2RX7,PABPC1,PACSIN3,PAFAH1B2,PARK2,PARK7,PHKG2,PIAS1,PIK3CB,PIM2,PINK1,PIP4K2A,PIP4K2B,PIP4K2C,PLEKHF1,PLIN5,PLK1,PLK3,PNPLA2,PNPT1,POLR2G,PPARA,PPP2R3A,PRICKLE1,PRKAA1,PRKAA2,PRKCD,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTEN,PTK2,PTPN1,PTTG1IP,RAB3GAP1,RAB3GAP2,RAB7A,RALB,RAPGEF3,RB1,RCHY1,RDX,RFWD2,RHBDD1,RILP,RNF114,RNF125,RNF138,RNF139,RNF144A,RNF144B,RNF14,RNF152,RNF166,RNF180,RNF19A,RNF19B,RNF217,RPS27A,SCOC,SEC22B,SGTA,SH3BP4,SH3D19,SH3GLB1,SIRT1,SIRT2,SKP1,SMAD7,SMC5,SMURF1,SNCA,SNF8,SNX33,SNX9,SOCS5,SORL1,SPTLC1,SQSTM1,STUB1,STX5,SUMO1,SUMO2,SUPT5H,SUPV3L1,SVIP,TAF1,TBC1D5,TFEB,TIPARP,TMEM59,TNFAIP3,TNFRSF1B,TNFSF12,TNF,TNRC6B,TNRC6C,TOB1,TP53INP1,TP53INP2,TRIB1,TRIB2,TRIB3,TRIM13,TRIM21,TRIM22,TRIM32,TRIM65,TRIM8,TWIST1,UBA52,UBB,UBC,UBE2C,UBE2D1,UBE2E1,UBQLN1,UBQLN2,ULK1,USP13,USP5,VCP,VPS11,VPS28,WAC,WDFY3,WNT5A,XBP1,ZC3H12A,ZC3HAV1,ZFP36L2,ZNF268
NEGATIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902106	NEGATIVE REGULATION OF LEUKOCYTE DIFFERENTIATION	0.0169278368221235	0.0736645137828416	1	ANXA1,BMP4,C1QC,CCL3,CDKN2A,CTLA4,FOXJ1,FOXP3,FSTL3,GLI3,HLA-G,HOXA7,INHA,INHBA,IRF1,JAK3,KIAA0922,LILRB1,LILRB3,LILRB4,LRRC17,LTF,MAFB,MYC,PTPN2,RARA,RC3H1,RUNX1,SFRP1,SOCS5,TLR3,TLR4,TNFSF4,ZC3H8,ZFPM1,ZNF675
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042531	POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN	0.017014889070645	0.0739372449050042	1	ARL2BP,CCL5,CD40,CLCF1,CSF1R,CTF1,ERBB4,FGFR3,GHR,HCLS1,HES1,IGF1,IL12A,IL18,IL23A,IL6R,IL6ST,IL6,JAK2,KIT,LIF,LYN,OSM,PIBF1,TNFRSF18,TNFRSF1A
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	TGF-BETA RECEPTOR SIGNALING	0.017033715915834	0.0739372449050042	-1	ARRB2,AXIN1,BAMBI,CAV1,CTGF,CTNNB1,DAB2,DACT2,DAXX,DYNLRB1,EIF2A,FKBP1A,GRB2,ITCH,MAP3K7,NEDD4L,OCLN,PARD6A,PDPK1,PML,PPP1CA,PPP1R15A,PPP2CA,PPP2CB,PPP2R2A,RNF111,RPS6KB1,SHC1,SMAD2,SMAD3,SMAD4,SMAD7,SMURF1,SMURF2,SOS1,SPTBN1,STRAP,TAB1,TAB2,TGFB1,TGFB3,TGFBR1,TGFBR2,TGFBR3,WWP1,XIAP,YAP1,YWHAE,ZFYVE16,ZFYVE9
